,,,,,,,36057,C S,1213,10,Programming with Python,"Chekuri, Omkar Saiswaroop Varma",Jan 13 - May 2,9 out of 120,No Wait List,
C S 1213-010 -Programming with Python,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 243,Days not available,,,,,,,,,,,
,,,,,,,34611,C S,5990,20,Independent Studies,"Abdulhak, Mansoor",Jan 13 - May 9,2 out of 3,No Wait List
C S 5990-020 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Mansoor Abdulhak,Seats Left:,2 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,43075,C S,5990,21,Independent Studies,"Quadri, Ghulam",Jan 13 - May 9,2 out of 3,No Wait List
C S 5990-021 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Ghulam Quadri,Seats Left:,2 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,43455,C S,5990,22,Independent Studies,"Khanmohammadi, Sina",Jan 13 - May 9,3 out of 3,No Wait List
C S 5990-022 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Sina Khanmohammadi,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,43456,C S,5990,23,Independent Studies,"Veras, Richard",Jan 13 - May 9,1 out of 3,No Wait List
C S 5990-023 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Richard Veras,Seats Left:,1 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,47704,C S,5990,24,Independent Studies,"Demirel, Doga",Jan 13 - May 9,3 out of 3,No Wait List
C S 5990-024 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Doga Demirel,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,47705,C S,5990,25,Independent Studies,"Lin, Beiyu",Jan 13 - May 9,3 out of 3,No Wait List
C S 5990-025 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Beiyu Lin,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,47894,C S,5990,98,Independent Studies,TBA,Jan 13 - May 9,1 out of 1,No Wait List
C S 5990-098 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
TBD,Seats Left:,1 out of 1,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,17842,C S,6980,1,Research Doctoral Dissertation,"Hougen, Dean",Jan 13 - May 9,1 out of 7,No Wait List
C S 6980-001 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Dean Hougen,Seats Left:,1 out of 7,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 235,Days not available,,,,,,,,,,,
,,,,,,,17845,C S,6980,3,Research Doctoral Dissertation,"Trytten, Deborah",Jan 13 - May 9,2 out of 3,No Wait List
C S 6980-003 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Deborah Trytten,Seats Left:,2 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 234,Days not available,,,,,,,,,,,
,,,,,,,17847,C S,6980,4,Research Doctoral Dissertation,"Atiquzzaman, Mohammed",Jan 13 - May 9,2 out of 3,No Wait List
C S 6980-004 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Mohammed Atiquzzaman,Seats Left:,2 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 250,Days not available,,,,,,,,,,,
,,,,,,,17851,C S,6980,6,Research Doctoral Dissertation,"Diochnos, Dimitrios",Jan 13 - May 9,1 out of 3,No Wait List
C S 6980-006 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Dimitrios Diochnos,Seats Left:,1 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 230,Days not available,,,,,,,,,,,
,,,,,,,17853,C S,6980,7,Research Doctoral Dissertation,"Zhao, Shangqing",Jan 13 - May 9,3 out of 3,No Wait List
C S 6980-007 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Shangqing Zhao,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 253,Days not available,,,,,,,,,,,
,,,,,,,17855,C S,6980,8,Research Doctoral Dissertation,"Cao, Jie",Jan 13 - May 9,3 out of 3,No Wait List
C S 6980-008 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Jie Cao,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 252,Days not available,,,,,,,,,,,
,,,,,,,17858,C S,6980,9,Research Doctoral Dissertation,"Radhakrishnan, Sridhar",Jan 13 - May 9,2 out of 3,No Wait List
C S 6980-009 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Sridhar Radhakrishnan,Seats Left:,2 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 244,Days not available,,,,,,,,,,,
,,,,,,,17860,C S,6980,10,Research Doctoral Dissertation,"Gruenwald, Gia-Loi",Jan 13 - May 9,1 out of 3,No Wait List
C S 6980-010 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Gia-Loi Gruenwald,Seats Left:,1 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 233,Days not available,,,,,,,,,,,
,,,,,,,45790,C S,6980,11,Research Doctoral Dissertation,"Moussa, Marmar",Jan 13 - May 9,3 out of 3,No Wait List
C S 6980-011 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Marmar Moussa,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,17863,C S,6980,12,Research Doctoral Dissertation,"Fang, Song",Jan 13 - May 9,1 out of 3,No Wait List
C S 6980-012 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Song Fang,Seats Left:,1 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 242,Days not available,,,,,,,,,,,
,,,,,,,17865,C S,6980,13,Research Doctoral Dissertation,"Maiti, Anindya",Jan 13 - May 9,2 out of 3,No Wait List
C S 6980-013 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Anindya Maiti,Seats Left:,2 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall,Days not available,,,,,,,,,,,
,,,,,,,43460,C S,6980,14,Research Doctoral Dissertation,"Lan, Chao",Jan 13 - May 9,1 out of 3,No Wait List
C S 6980-014 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Chao Lan,Seats Left:,1 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,17868,C S,6980,15,Research Doctoral Dissertation,"Cheng, Qi",Jan 13 - May 9,2 out of 3,No Wait List
C S 6980-015 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Qi Cheng,Seats Left:,2 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 254,Days not available,,,,,,,,,,,
,,,,,,,17870,C S,6980,16,Research Doctoral Dissertation,"Habibi, Golnaz",Jan 13 - May 9,3 out of 3,No Wait List
C S 6980-016 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Golnaz Habibi,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall,Days not available,,,,,,,,,,,
,,,,,,,17875,C S,6980,18,Research Doctoral Dissertation,"Fagg, Andrew",Jan 13 - May 9,2 out of 3,No Wait List
C S 6980-018 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Andrew Fagg,Seats Left:,2 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 243,Days not available,,,,,,,,,,,
,,,,,,,17878,C S,6980,19,Research Doctoral Dissertation,"McGovern, Amy",Jan 13 - May 9,3 out of 3,No Wait List
C S 6980-019 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Amy McGovern,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 251,Days not available,,,,,,,,,,,
,,,,,,,45791,C S,6980,20,Research Doctoral Dissertation,TBA,Jan 13 - May 9,3 out of 3,No Wait List
C S 6980-020 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
TBD,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,43414,C S,6980,21,Research Doctoral Dissertation,"Quadri, Ghulam",Jan 13 - May 9,3 out of 3,No Wait List
C S 6980-021 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Ghulam Quadri,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,43453,C S,6980,22,Research Doctoral Dissertation,"Khanmohammadi, Sina",Jan 13 - May 9,3 out of 3,No Wait List
C S 6980-022 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Sina Khanmohammadi,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,43454,C S,6980,23,Research Doctoral Dissertation,"Veras, Richard",Jan 13 - May 9,3 out of 3,No Wait List
C S 6980-023 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Richard Veras,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,47706,C S,6980,24,Research Doctoral Dissertation,"Demirel, Doga",Jan 13 - May 9,3 out of 3,No Wait List
C S 6980-024 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Doga Demirel,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,47707,C S,6980,25,Research Doctoral Dissertation,"Lin, Beiyu",Jan 13 - May 9,3 out of 3,No Wait List
C S 6980-025 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Beiyu Lin,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,47708,C S,6980,26,Research Doctoral Dissertation,TBA,Jan 13 - May 9,5 out of 5,No Wait List
C S 6980-026 -Research Doctoral Dissertation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
TBD,Seats Left:,5 out of 5,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Repeatable:,Times: 30,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,24074,C S,6990,1,Independent Study,"Hougen, Dean",Jan 13 - May 9,3 out of 3,No Wait List
C S 6990-001 -Independent Study,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Dean Hougen,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 235,Days not available,,,,,,,,,,,
,,,,,,,24075,C S,6990,2,Independent Study,"Ebert, David",Jan 13 - May 9,3 out of 3,No Wait List
C S 6990-002 -Independent Study,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
David Ebert,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 232,Days not available,,,,,,,,,,,
,,,,,,,24076,C S,6990,3,Independent Study,"Trytten, Deborah",Jan 13 - May 9,3 out of 3,No Wait List
C S 6990-003 -Independent Study,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Deborah Trytten,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 234,Days not available,,,,,,,,,,,
,,,,,,,24077,C S,6990,4,Independent Study,"Atiquzzaman, Mohammed",Jan 13 - May 9,3 out of 3,No Wait List
C S 6990-004 -Independent Study,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
